year4,sampledate,month,daynum,hour,avg_air_temp,flag_avg_air_temp,avg_rel_hum,flag_avg_rel_hum,avg_wind_speed,flag_avg_wind_speed,avg_wind_dir,flag_avg_wind_dir,avg_chlor,flag_chlor,avg_phycocyanin,flag_phycocyanin,avg_par,flag_par,avg_par_below,flag_par_below,avg_opt_wtemp,flag_avg_opt_wtemp,avg_opt_dosat_raw,flag_avg_opt_dosat_raw,avg_opt_do_raw,flag_avg_opt_do_raw
2016,"2016-06-08 00:00:00",6,160,600,11.94,,75.54,,3.39,,56.95,,3395.50,,513.60,,284.47,,24.16,,19.01,,117.50,,10.90,
2016,"2016-06-08 00:00:00",6,160,700,12.32,,75.48,,3.16,,86.77,,2529.33,,493.52,,630.20,,79.28,,18.99,,118.05,,10.95,
2016,"2016-06-08 00:00:00",6,160,800,13.37,,69.75,,1.85,,85.81,,2098.00,,482.06,,1019.78,,118.99,,19.16,,118.30,,10.94,
2016,"2016-06-08 00:00:00",6,160,900,14.37,,63.64,,0.50,,81.16,,2458.77,,509.45,,1396.03,,158.06,,19.43,,118.57,,10.90,
2016,"2016-06-08 00:00:00",6,160,1000,15.05,,62.77,,0.99,,296.57,,2365.68,,490.53,,1659.68,,148.83,,19.81,,118.46,,10.81,
2016,"2016-06-08 00:00:00",6,160,1100,16.91,,52.19,,0.16,,232.38,,2272.75,,475.59,,1829.37,,163.82,,20.30,,117.04,,10.58,
2016,"2016-06-08 00:00:00",6,160,1200,17.68,,48.91,,0.51,,177.94,,2080.00,,447.17,,2004.25,,207.93,,20.57,,117.03,,10.52,
2016,"2016-06-08 00:00:00",6,160,1300,18.72,,47.51,,1.06,,79.44,,1922.55,,436.34,,1908.02,,144.00,,20.84,,115.69,,10.35,
2016,"2016-06-08 00:00:00",6,160,1400,20.76,,43.57,,0.71,,103.35,,1776.43,,421.42,,1728.90,,151.30,,21.89,,118.58,,10.39,
2016,"2016-06-08 00:00:00",6,160,1500,21.24,,42.08,,1.00,,133.65,,1690.18,,409.40,,1553.12,,195.09,,21.81,,118.92,,10.44,
2016,"2016-06-08 00:00:00",6,160,1600,21.66,,42.34,,2.98,,313.11,,1546.57,,406.09,,1250.50,,167.81,,22.25,,120.27,,10.47,
2016,"2016-06-08 00:00:00",6,160,1700,21.98,,43.18,,2.80,,305.57,,1692.28,,404.32,,809.21,,121.06,,21.52,,120.30,,10.62,
2016,"2016-06-08 00:00:00",6,160,1800,22.38,,43.38,,1.64,,204.90,,3331.57,,418.87,,507.55,,65.05,,20.90,,123.34,,11.02,
2016,"2016-06-08 00:00:00",6,160,1900,22.71,,47.18,,0.72,,90.26,,2502.53,,440.31,,225.33,,21.63,,20.99,,127.75,,11.39,
2016,"2016-06-08 00:00:00",6,160,2000,21.67,,59.68,,0.49,,78.50,,2888.10,,418.62,,23.73,,2.81,,21.13,,127.72,,11.36,
2016,"2016-06-08 00:00:00",6,160,2100,20.42,,61.95,,0.94,,119.01,,2530.38,,418.90,,0.00,,0.00,,20.95,,127.13,,11.34,
2016,"2016-06-08 00:00:00",6,160,2200,20.24,,59.13,,0.98,,120.69,,2403.52,,418.29,,0.00,,0.00,,21.00,,124.96,,11.14,
2016,"2016-06-08 00:00:00",6,160,2300,17.69,,69.74,,5.59,,173.03,,2312.85,,449.21,,0.00,,0.00,,20.71,,124.46,,11.16,
2016,"2016-06-09 00:00:00",6,161,0,16.32,,73.02,,5.08,,176.75,,2343.03,,421.44,,0.00,,0.00,,20.41,,123.13,,11.10,
2016,"2016-06-09 00:00:00",6,161,100,15.29,,72.50,,5.10,,186.63,,2367.60,,430.89,,0.00,,0.00,,20.24,,122.19,,11.06,
2016,"2016-06-09 00:00:00",6,161,200,14.37,,73.22,,4.94,,192.99,,2589.78,,433.18,,0.00,,0.00,,20.03,,121.64,,11.05,
2016,"2016-06-09 00:00:00",6,161,300,14.34,,73.78,,4.29,,189.28,,2589.93,,424.61,,0.00,,0.00,,20.17,,121.27,,10.99,
2016,"2016-06-09 00:00:00",6,161,400,14.50,,72.90,,4.78,,192.05,,2603.62,,446.81,,0.00,,0.00,,20.16,,120.21,,10.89,
2016,"2016-06-09 00:00:00",6,161,500,14.69,,73.14,,4.70,,196.50,,2569.42,,441.29,,26.92,,3.03,,20.04,,118.02,,10.72,
2016,"2016-06-09 00:00:00",6,161,600,15.26,,71.14,,2.68,,205.81,,2329.68,,448.94,,210.76,,17.42,,19.99,,117.20,,10.66,
2016,"2016-06-09 00:00:00",6,161,700,16.49,,69.46,,3.14,,207.88,,2339.62,,448.37,,303.07,,24.14,,20.01,,116.95,,10.63,
2016,"2016-06-09 00:00:00",6,161,800,17.51,,67.91,,2.92,,231.14,,2380.57,,454.52,,390.54,,33.48,,19.98,,117.56,,10.69,
2016,"2016-06-09 00:00:00",6,161,900,18.06,,67.97,,2.19,,265.49,,2598.83,,458.59,,197.68,,18.49,,19.90,,117.26,,10.68,
2016,"2016-06-09 00:00:00",6,161,1000,17.24,,78.35,,2.11,,238.66,,2749.45,,453.57,,158.39,,16.95,,19.82,,117.05,,10.68,
2016,"2016-06-09 00:00:00",6,161,1100,16.66,,89.03,,3.21,,225.14,,2599.12,,468.53,,259.27,,23.31,,19.77,,117.78,,10.76,
2016,"2016-06-09 00:00:00",6,161,1200,17.46,,92.04,,3.33,,231.25,,2281.40,,518.05,,732.00,,65.05,,19.76,,119.59,,10.93,
2016,"2016-06-09 00:00:00",6,161,1300,18.82,,89.03,,3.80,,217.86,,2233.13,,496.77,,1103.01,,102.88,,19.88,,120.71,,11.00,
2016,"2016-06-09 00:00:00",6,161,1400,20.25,,83.04,,5.12,,236.64,,2189.95,,598.29,,1340.00,,157.16,,20.00,,120.59,,10.96,
2016,"2016-06-09 00:00:00",6,161,1500,20.56,,80.39,,4.65,,226.80,,2115.22,,752.78,,1328.32,,154.80,,20.04,,120.68,,10.96,
2016,"2016-06-09 00:00:00",6,161,1600,21.10,,77.14,,3.55,,226.72,,2063.17,,455.76,,1079.64,,124.63,,20.21,,120.43,,10.90,
2016,"2016-06-09 00:00:00",6,161,1700,21.43,,77.01,,3.94,,197.02,,2068.60,,445.07,,761.42,,79.18,,20.24,,121.04,,10.95,
2016,"2016-06-09 00:00:00",6,161,1800,21.18,,79.47,,3.69,,180.34,,2196.40,,452.56,,249.57,,23.16,,20.19,,121.19,,10.98,
2016,"2016-06-09 00:00:00",6,161,1900,20.98,,81.47,,3.84,,177.31,,2448.32,,462.14,,73.76,,7.96,,20.11,,120.49,,10.93,
2016,"2016-06-09 00:00:00",6,161,2000,20.60,,84.66,,3.84,,177.87,,2787.80,,449.08,,11.72,,1.64,,20.07,,120.26,,10.92,
2016,"2016-06-09 00:00:00",6,161,2100,20.35,,87.21,,3.30,,159.22,,3156.02,,454.76,,0.00,,0.00,,20.02,,120.17,,10.92,
2016,"2016-06-09 00:00:00",6,161,2200,20.12,,89.22,,3.96,,140.39,,3014.53,,445.84,,0.00,,0.00,,20.01,,119.58,,10.87,
2016,"2016-06-09 00:00:00",6,161,2300,19.87,,90.81,,5.30,,142.72,,2607.27,,460.55,,0.00,,0.00,,20.00,,118.99,,10.82,
2016,"2016-06-10 00:00:00",6,162,0,19.56,,92.50,,4.26,,164.69,,2362.13,,440.62,,0.00,,0.00,,20.02,,117.34,,10.66,
2016,"2016-06-10 00:00:00",6,162,100,20.06,,87.48,,3.35,,142.76,,2483.78,,454.26,,0.00,,0.00,,20.04,,115.67,,10.51,
2016,"2016-06-10 00:00:00",6,162,200,19.26,,90.59,,3.51,,136.22,,2408.18,,446.01,,0.00,,0.00,,20.02,,114.76,,10.43,
2016,"2016-06-10 00:00:00",6,162,300,19.13,,90.34,,4.16,,184.64,,2221.55,,450.86,,0.00,,0.00,,20.00,,114.38,,10.40,
2016,"2016-06-10 00:00:00",6,162,400,19.46,,87.59,,4.35,,193.68,,2173.32,,450.94,,0.03,,0.00,,19.97,,113.79,,10.35,
2016,"2016-06-10 00:00:00",6,162,500,19.27,,89.19,,3.35,,208.08,,2234.12,,449.56,,22.74,,2.55,,19.96,,112.92,,10.27,
2016,"2016-06-10 00:00:00",6,162,600,19.66,,86.78,,3.23,,206.61,,1783.90,,436.20,,226.91,,16.36,,19.96,,114.00,,10.37,
2016,"2016-06-10 00:00:00",6,162,700,20.29,,85.05,,3.22,,190.57,,1548.35,,426.92,,592.55,,42.78,,20.02,,117.24,,10.66,
2016,"2016-06-10 00:00:00",6,162,800,21.31,,82.73,,3.35,,195.92,,1562.63,,428.88,,719.98,,59.40,,20.11,,117.64,,10.67,
2016,"2016-06-10 00:00:00",6,162,900,22.50,,78.14,,3.57,,209.05,,1611.95,,433.27,,1126.62,,89.72,,20.21,,118.12,,10.69,
2016,"2016-06-10 00:00:00",6,162,1000,23.70,,74.96,,4.44,,221.36,,1572.03,,427.34,,1608.37,,151.50,,20.30,,117.56,,10.62,
2016,"2016-06-10 00:00:00",6,162,1100,24.95,,71.36,,4.38,,238.01,,1552.32,,421.53,,1142.86,,188.57,,20.37,,116.97,,10.56,
2016,"2016-06-10 00:00:00",6,162,1200,25.91,,70.09,,4.96,,231.71,,1560.32,,420.28,,1891.85,,217.02,,20.48,,116.69,,10.51,
2016,"2016-06-10 00:00:00",6,162,1300,27.06,,68.18,,5.80,,230.80,,1585.90,,419.87,,1881.08,,246.75,,20.49,,116.71,,10.51,
2016,"2016-06-10 00:00:00",6,162,1400,27.98,,65.23,,6.62,,238.83,,1505.50,,410.22,,1712.03,,238.26,,20.62,,116.57,,10.47,
2016,"2016-06-10 00:00:00",6,162,1500,28.82,,61.86,,7.59,,237.26,,1521.80,,410.84,,1486.02,,219.23,,20.64,,118.60,,10.65,
2016,"2016-06-10 00:00:00",6,162,1600,29.21,,60.58,,7.60,,240.75,,1512.62,,411.31,,1181.35,,184.27,,20.71,,119.97,,10.76,
2016,"2016-06-10 00:00:00",6,162,1700,29.45,,59.12,,7.79,,240.05,,1533.72,,412.77,,838.70,,138.50,,20.67,,120.14,,10.78,
2016,"2016-06-10 00:00:00",6,162,1800,29.63,,59.14,,6.90,,253.42,,1629.03,,436.42,,330.84,,44.34,,20.66,,119.69,,10.74,
2016,"2016-06-10 00:00:00",6,162,1900,28.87,,62.15,,4.49,,253.82,,1715.27,,434.57,,90.48,,13.23,,20.63,,119.11,,10.69,
2016,"2016-06-10 00:00:00",6,162,2000,25.03,,68.36,,9.34,,249.74,,1809.55,,437.89,,5.19,,1.05,,20.54,,117.72,,10.59,
2016,"2016-06-10 00:00:00",6,162,2100,20.02,,92.21,,5.64,,305.08,,1872.32,,431.83,,0.00,,0.00,,20.41,,115.84,,10.45,
2016,"2016-06-10 00:00:00",6,162,2200,20.31,,90.20,,4.31,,267.19,,1936.98,,434.32,,0.00,,0.00,,20.47,,115.70,,10.42,
2016,"2016-06-10 00:00:00",6,162,2300,20.32,,90.98,,3.60,,218.68,,2099.63,,436.83,,0.00,,0.00,,20.51,,115.35,,10.38,
2016,"2016-06-11 00:00:00",6,163,0,20.57,,88.34,,5.83,,236.16,,1931.97,,431.89,,0.00,,0.00,,20.56,,115.48,,10.38,
2016,"2016-06-11 00:00:00",6,163,100,20.49,,87.65,,3.76,,271.95,,1971.57,,441.48,,0.00,,0.00,,20.58,,113.67,,10.22,
2016,"2016-06-11 00:00:00",6,163,200,20.08,,90.58,,2.19,,292.00,,1789.25,,432.47,,0.00,,0.00,,20.49,,112.02,,10.09,
2016,"2016-06-11 00:00:00",6,163,300,20.19,,88.38,,1.64,,276.67,,1914.78,,428.40,,0.00,,0.00,,20.41,,110.49,,9.97,
2016,"2016-06-11 00:00:00",6,163,400,20.46,,87.48,,1.52,,274.56,,1873.27,,431.27,,0.00,,0.00,,20.38,,109.95,,9.92,
2016,"2016-06-11 00:00:00",6,163,500,20.24,,88.97,,1.27,,276.19,,1731.52,,423.51,,18.73,,3.66,,20.38,,109.95,,9.92,
2016,"2016-06-11 00:00:00",6,163,600,20.14,,88.47,,0.94,,286.15,,1513.55,,424.72,,121.25,,17.96,,20.47,,110.71,,9.97,
2016,"2016-06-11 00:00:00",6,163,700,20.24,,88.54,,1.14,,279.34,,1315.00,,416.90,,334.75,,49.82,,20.56,,112.48,,10.11,
2016,"2016-06-11 00:00:00",6,163,800,21.21,,83.55,,2.40,,259.36,,1211.97,,405.55,,528.82,,81.63,,20.69,,114.79,,10.30,
2016,"2016-06-11 00:00:00",6,163,900,22.01,,81.15,,2.64,,268.57,,1225.08,,409.15,,780.64,,108.97,,20.78,,114.48,,10.25,
2016,"2016-06-11 00:00:00",6,163,1000,22.86,,78.79,,2.38,,271.39,,1205.63,,397.39,,1005.23,,144.43,,20.99,,116.30,,10.37,
2016,"2016-06-11 00:00:00",6,163,1100,23.73,,77.79,,1.35,,293.75,,1221.93,,395.41,,1408.50,,216.92,,21.23,,117.31,,10.41,
2016,"2016-06-11 00:00:00",6,163,1200,25.02,,74.42,,2.34,,279.31,,1118.98,,376.64,,1818.42,,289.38,,21.94,,120.06,,10.51,
2016,"2016-06-11 00:00:00",6,163,1300,25.52,,72.76,,3.31,,310.95,,1107.60,,377.01,,1780.98,,274.24,,22.15,,119.30,,10.40,
2016,"2016-06-11 00:00:00",6,163,1400,25.50,,76.77,,2.17,,300.00,,1093.78,,437.49,,1737.68,,312.11,,22.58,,119.77,,10.36,
2016,"2016-06-11 00:00:00",6,163,1500,26.59,,73.85,,1.78,,307.74,,1056.20,,376.17,,1514.90,,293.05,,23.13,,121.05,,10.36,
2016,"2016-06-11 00:00:00",6,163,1600,27.09,,72.91,,1.75,,295.07,,1012.23,,402.70,,1259.52,,234.75,,23.24,,121.41,,10.37,
2016,"2016-06-11 00:00:00",6,163,1700,26.94,,73.77,,1.80,,301.64,,1023.13,,368.42,,897.14,,167.92,,23.60,,122.56,,10.40,
2016,"2016-06-11 00:00:00",6,163,1800,26.84,,74.09,,2.10,,317.09,,1043.60,,370.54,,525.55,,93.92,,23.66,,123.09,,10.43,
2016,"2016-06-11 00:00:00",6,163,1900,26.18,,77.73,,1.74,,300.83,,997.93,,364.72,,213.79,,29.68,,23.50,,122.45,,10.41,
2016,"2016-06-11 00:00:00",6,163,2000,25.91,,78.68,,1.94,,277.28,,985.67,,359.25,,27.75,,4.85,,23.54,,122.09,,10.37,
2016,"2016-06-11 00:00:00",6,163,2100,25.30,,82.70,,1.60,,299.15,,1004.27,,360.75,,0.00,,0.00,,23.62,,121.51,,10.30,
2016,"2016-06-11 00:00:00",6,163,2200,24.41,,87.67,,1.38,,321.54,,964.25,,360.05,,0.00,,0.00,,23.57,,120.63,,10.24,
2016,"2016-06-11 00:00:00",6,163,2300,23.88,,91.78,,1.17,,255.53,,927.35,,351.24,,0.00,,0.00,,23.64,,119.53,,10.13,
2016,"2016-06-12 00:00:00",6,164,0,23.91,,91.77,,0.99,,107.43,,917.20,,354.31,,0.00,,0.00,,23.67,,118.43,,10.03,
2016,"2016-06-12 00:00:00",6,164,100,21.44,,72.52,,7.40,,129.73,,881.20,,372.30,,0.00,,0.00,,23.26,,117.65,,10.04,
2016,"2016-06-12 00:00:00",6,164,200,19.48,,68.51,,4.86,,125.40,,952.27,,429.13,,0.00,,0.00,,22.45,,115.18,,9.98,
2016,"2016-06-12 00:00:00",6,164,300,18.59,,66.07,,5.60,,129.06,,1054.25,,456.89,,0.00,,0.00,,21.83,,113.17,,9.93,
2016,"2016-06-12 00:00:00",6,164,400,17.32,,63.18,,5.71,,132.25,,1077.62,,393.19,,0.14,,0.00,,21.63,,111.78,,9.84,
2016,"2016-06-12 00:00:00",6,164,500,16.44,,57.09,,5.47,,130.16,,1099.98,,415.30,,32.43,,6.74,,21.24,,110.17,,9.77,
2016,"2016-06-12 00:00:00",6,164,600,16.11,,53.70,,4.36,,125.41,,1076.18,,408.34,,152.45,,27.33,,21.04,,108.97,,9.71,
2016,"2016-06-12 00:00:00",6,164,700,16.50,,49.80,,3.39,,128.75,,1061.70,,412.89,,350.09,,65.63,,20.89,,109.14,,9.75,
2016,"2016-06-12 00:00:00",6,164,800,16.73,,47.43,,3.26,,142.58,,1196.93,,424.76,,37.19,,7.65,,20.79,,106.44,,9.53,
2016,"2016-06-12 00:00:00",6,164,900,16.69,,52.05,,5.41,,127.45,,1069.48,,476.27,,265.51,,43.62,,20.76,,106.43,,9.53,
2016,"2016-06-12 00:00:00",6,164,1000,17.18,,51.30,,4.79,,107.26,,1043.62,,422.17,,480.55,,78.31,,20.70,,106.61,,9.56,
2016,"2016-06-12 00:00:00",6,164,1100,17.81,,49.78,,3.09,,114.73,,1058.27,,435.16,,310.33,,49.04,,20.67,,105.96,,9.51,
2016,"2016-06-12 00:00:00",6,164,1200,18.37,,49.42,,4.66,,139.24,,1054.95,,425.34,,543.98,,86.12,,20.64,,106.04,,9.52,
2016,"2016-06-12 00:00:00",6,164,1300,18.94,,49.35,,6.43,,146.22,,1030.38,,407.21,,1465.05,,254.63,,20.68,,106.95,,9.59,
2016,"2016-06-12 00:00:00",6,164,1400,19.36,,48.12,,4.77,,159.33,,1026.60,,555.31,,1642.93,,298.91,,20.74,,106.57,,9.55,
2016,"2016-06-12 00:00:00",6,164,1500,19.66,,44.23,,2.72,,183.89,,1026.13,,808.01,,1558.93,,297.74,,20.82,,106.46,,9.52,
2016,"2016-06-12 00:00:00",6,164,1600,20.79,,40.31,,2.64,,145.62,,1016.82,,524.20,,1308.32,,268.63,,20.92,,106.15,,9.48,
2016,"2016-06-12 00:00:00",6,164,1700,21.27,,42.28,,4.23,,147.11,,996.77,,487.47,,975.12,,163.42,,20.87,,105.93,,9.47,
2016,"2016-06-12 00:00:00",6,164,1800,21.29,,43.17,,4.85,,141.74,,976.87,,429.98,,597.22,,85.00,,20.71,,105.56,,9.46,
2016,"2016-06-12 00:00:00",6,164,1900,20.79,,43.52,,4.05,,150.33,,990.88,,488.07,,221.37,,29.39,,20.61,,104.83,,9.42,
2016,"2016-06-12 00:00:00",6,164,2000,19.55,,45.05,,4.74,,164.33,,1040.83,,540.83,,16.06,,3.06,,20.53,H,103.85,,9.34,
2016,"2016-06-12 00:00:00",6,164,2100,18.85,,46.07,,3.83,,165.19,,1075.68,,583.96,,0.00,,0.00,,20.46,H,103.15,,9.29,
2016,"2016-06-12 00:00:00",6,164,2200,18.49,,47.44,,2.30,,153.89,,1157.35,,757.11,,0.00,,0.00,,20.39,H,102.23,,9.22,
2016,"2016-06-12 00:00:00",6,164,2300,18.27,,50.60,,3.02,,164.71,,1169.05,,590.58,,0.00,,0.00,,20.35,H,101.27,,9.14,
2016,"2016-06-13 00:00:00",6,165,0,17.70,,53.91,,3.92,,176.28,,1083.43,,422.01,,0.00,,0.00,,20.34,H,101.67,,9.18,
2016,"2016-06-13 00:00:00",6,165,100,16.58,,56.49,,4.26,,197.79,,1084.72,,426.32,,0.00,,0.00,,20.30,H,101.85,,9.21,
2016,"2016-06-13 00:00:00",6,165,200,16.08,,59.13,,4.46,,189.64,,1044.08,,415.99,,0.00,,0.00,,20.29,H,102.08,,9.23,
2016,"2016-06-13 00:00:00",6,165,300,16.12,,53.63,,4.31,,171.97,,1042.33,,438.95,,0.00,,0.00,,20.31,H,101.72,,9.19,
2016,"2016-06-13 00:00:00",6,165,400,15.93,,54.57,,2.94,,190.59,,1085.80,,494.95,,0.09,,0.00,,20.32,H,101.02,,9.13,
2016,"2016-06-13 00:00:00",6,165,500,15.52,,55.01,,2.26,,211.31,,1097.67,,424.31,,21.75,,3.83,,20.32,H,100.02,,9.03,
2016,"2016-06-13 00:00:00",6,165,600,15.38,,57.33,,3.41,,135.96,,963.95,,475.44,,218.67,,35.22,,20.32,H,102.88,,9.29,
2016,"2016-06-13 00:00:00",6,165,700,15.66,,56.57,,2.99,,122.74,,945.43,,435.00,,407.84,,67.69,,20.34,H,106.07,,9.58,
2016,"2016-06-13 00:00:00",6,165,800,15.80,,58.46,,3.17,,96.78,,904.73,,463.25,,702.31,,121.45,,20.36,H,105.95,,9.56,
2016,"2016-06-13 00:00:00",6,165,900,16.85,,55.63,,2.20,,120.50,,908.57,,457.91,,1204.96,,219.63,,20.46,H,108.91,,9.81,
2016,"2016-06-13 00:00:00",6,165,1000,17.87,,53.67,,1.29,,153.60,,937.68,,824.85,,1577.33,,304.42,,20.73,H,108.82,,9.75,
2016,"2016-06-13 00:00:00",6,165,1100,18.69,,51.35,,1.72,,253.48,,871.83,,509.53,,1798.20,,339.96,,21.22,H,107.90,,9.58,
2016,"2016-06-13 00:00:00",6,165,1200,21.34,,55.22,,3.40,,217.79,,832.02,,512.12,,1990.65,,353.63,,21.62,H,107.50,,9.47,
2016,"2016-06-13 00:00:00",6,165,1300,23.45,,56.51,,2.62,,217.34,,831.73,,395.63,,1873.40,H,310.04,,21.88,H,107.35,,9.41,
2016,"2016-06-13 00:00:00",6,165,1400,24.14,,59.90,,1.30,,111.75,,815.03,,378.09,,1678.73,,282.23,,22.21,H,107.65,,9.37,
2016,"2016-06-13 00:00:00",6,165,1500,25.50,,54.75,,0.51,,191.15,,816.82,,409.26,,1493.37,,262.03,,22.37,H,108.80,,9.44,
2016,"2016-06-13 00:00:00",6,165,1600,25.44,,63.81,,1.11,,172.69,,788.38,,524.38,,1090.99,,206.71,,22.30,H,109.07,,9.48,
2016,"2016-06-13 00:00:00",6,165,1700,25.88,,62.00,,1.25,,169.44,,757.32,,365.40,,577.52,,128.30,,22.34,H,107.27,,9.32,
2016,"2016-06-13 00:00:00",6,165,1800,25.86,,61.44,,2.33,,118.09,,785.92,,813.73,,301.54,,44.08,,22.29,H,110.74,,9.63,
2016,"2016-06-13 00:00:00",6,165,1900,24.75,,65.21,,3.51,,107.81,,757.27,,497.85,,147.40,,19.82,,22.51,H,110.97,,9.61,
2016,"2016-06-13 00:00:00",6,165,2000,23.74,,70.69,,2.42,,84.64,,790.42,,914.65,,10.44,,2.13,,21.85,H,105.79,,9.28,
2016,"2016-06-13 00:00:00",6,165,2100,23.47,,68.53,,3.08,,117.24,,792.07,,2269.77,,0.00,,0.00,,21.86,H,104.75,,9.18,
2016,"2016-06-13 00:00:00",6,165,2200,21.11,,81.63,,4.14,,88.94,,801.23,,583.92,,0.00,,0.00,,21.72,H,105.13,,9.24,
2016,"2016-06-13 00:00:00",6,165,2300,20.72,,77.18,,4.72,,117.19,,804.25,,1322.62,,0.00,,0.00,,21.57,H,104.86,,9.24,
2016,"2016-06-14 00:00:00",6,166,0,19.78,,73.69,,5.06,,124.42,,808.92,,894.53,,0.00,,0.00,,21.59,H,104.98,,9.25,
2016,"2016-06-14 00:00:00",6,166,100,18.71,,72.25,,4.08,,121.78,,825.52,,870.03,,0.00,,0.00,,21.45,H,104.52,,9.24,
2016,"2016-06-14 00:00:00",6,166,200,18.21,,71.59,,3.20,,113.84,,880.53,,653.95,,0.00,,0.00,,21.25,H,103.31,,9.16,
2016,"2016-06-14 00:00:00",6,166,300,18.03,,74.68,,3.28,,122.13,,887.50,,450.66,,0.00,,0.00,,21.12,H,102.38,,9.10,
2016,"2016-06-14 00:00:00",6,166,400,18.15,,76.30,,3.19,,135.18,,929.30,,1046.34,,0.00,,0.00,,21.06,H,101.93,,9.08,
2016,"2016-06-14 00:00:00",6,166,500,18.40,,77.20,,4.27,,153.90,,913.20,,446.99,,19.76,,3.85,,20.99,H,102.09,,9.10,
2016,"2016-06-14 00:00:00",6,166,600,18.43,,78.31,,4.50,,146.98,,834.10,,397.86,,165.19,,26.47,,20.87,H,103.12,,9.22,
2016,"2016-06-14 00:00:00",6,166,700,18.97,,76.46,,3.66,,136.75,,828.83,,403.97,,310.21,,47.96,,20.82,H,103.38,,9.25,
2016,"2016-06-14 00:00:00",6,166,800,19.47,,74.46,,3.73,,152.33,,799.08,,394.66,,912.15,,143.57,,20.89,H,108.24,,9.67,
2016,"2016-06-14 00:00:00",6,166,900,20.97,,72.82,,2.15,,139.56,,805.02,,432.03,,1085.82,,168.60,,20.99,H,108.94,,9.71,
2016,"2016-06-14 00:00:00",6,166,1000,22.88,,71.20,,1.97,,131.13,,814.77,,412.83,,1486.93,,245.54,,21.38,H,109.17,,9.66,
2016,"2016-06-14 00:00:00",6,166,1100,23.85,,69.33,,3.56,,142.43,,787.80,,422.10,,1774.87,,287.36,,21.55,H,108.07,,9.53,
2016,"2016-06-14 00:00:00",6,166,1200,24.36,,67.19,,3.93,,158.09,,773.38,,502.63,,1874.32,,291.91,,21.68,H,106.79,,9.39,
2016,"2016-06-14 00:00:00",6,166,1300,24.86,,68.85,,3.41,,176.42,,766.10,,531.53,,1879.07,,314.73,,21.88,H,106.06,,9.30,
2016,"2016-06-14 00:00:00",6,166,1400,25.58,,67.50,,3.87,,177.21,,754.65,,913.64,,1791.07,,305.54,,22.41,H,105.52,,9.15,
2016,"2016-06-14 00:00:00",6,166,1500,26.67,,66.00,,2.74,,163.35,,714.28,,460.38,,1250.00,,208.82,,22.92,H,106.03,,9.11,
2016,"2016-06-14 00:00:00",6,166,1600,26.70,,67.74,,3.76,,150.61,,698.20,,400.88,,603.36,,98.30,,22.96,H,106.40,,9.13,
2016,"2016-06-14 00:00:00",6,166,1700,26.32,,69.59,,4.57,,139.97,,705.35,,935.09,,221.87,,35.31,,22.80,H,105.17,,9.05,
2016,"2016-06-14 00:00:00",6,166,1800,25.07,,73.66,,6.00,,136.59,,719.82,,352.45,,32.79,,6.80,,22.49,H,104.05,,9.01,
2016,"2016-06-14 00:00:00",6,166,1900,23.19,,80.22,,5.70,,133.13,,753.93,,598.77,,16.49,,3.40,,21.78,H,103.01,,9.04,
2016,"2016-06-14 00:00:00",6,166,2000,22.71,,78.27,,4.92,,151.65,,793.08,,396.21,,2.35,,0.34,,21.42,,101.90,,9.01,
2016,"2016-06-14 00:00:00",6,166,2100,21.22,,87.48,,4.22,,133.63,,837.33,,863.94,,0.00,,0.00,,21.32,,100.80,,8.93,
2016,"2016-06-14 00:00:00",6,166,2200,20.08,,94.69,,5.74,,134.34,,823.58,,1068.26,,0.00,,0.00,,21.18,,100.12,,8.89,
2016,"2016-06-14 00:00:00",6,166,2300,19.96,,96.75,,6.03,,191.71,,825.80,,622.16,,0.00,,0.00,,21.03,,99.36,,8.85,
2016,"2016-06-15 00:00:00",6,167,0,20.15,,95.38,,3.35,,104.12,,854.68,,1022.74,,0.00,,0.00,,20.96,,98.62,,8.80,
2016,"2016-06-15 00:00:00",6,167,100,19.98,,95.98,,2.47,,129.06,,913.38,,525.36,,0.00,,0.00,,20.92,,97.69,,8.72,
2016,"2016-06-15 00:00:00",6,167,200,20.38,,94.64,,3.24,,195.11,,889.53,,658.12,,0.00,,0.00,,20.89,,96.66,,8.64,
2016,"2016-06-15 00:00:00",6,167,300,20.06,,94.12,,4.10,,217.78,,871.07,,444.69,,0.00,,0.00,,20.88,,96.55,,8.63,
2016,"2016-06-15 00:00:00",6,167,400,20.18,,94.30,,3.86,,238.82,,864.95,,771.72,,0.00,,0.00,,20.83,,96.29,,8.61,
2016,"2016-06-15 00:00:00",6,167,500,20.60,,93.03,,3.31,,272.08,,843.50,,1045.34,,9.44,,2.07,,20.80,,95.30,,8.53,
2016,"2016-06-15 00:00:00",6,167,600,20.84,,91.76,,1.83,,271.90,,778.65,,454.75,,118.75,,21.91,,20.86,,96.04,,8.59,
2016,"2016-06-15 00:00:00",6,167,700,20.87,,90.24,,3.89,,278.11,,760.63,,432.26,,388.97,,72.45,,21.00,,100.27,,8.94,
2016,"2016-06-15 00:00:00",6,167,800,20.88,,89.64,,3.81,,288.12,,733.92,,505.78,,995.10,,208.72,,21.23,,106.07,,9.41,
2016,"2016-06-15 00:00:00",6,167,900,21.81,,85.17,,3.31,,292.90,,722.88,,1453.81,,1378.47,,282.53,,21.79,,106.09,,9.31,
